filepath,class,split
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175527_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181555.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185934.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185915_01.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175534.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182256_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182229.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182258.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175802.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182054.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182222.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175612_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185936.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174905.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174906.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174906_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174907.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174907_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174908.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174909.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174909_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182049.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181502.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181503.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181503_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181504.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181504_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181505.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181505_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185935.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175625.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175626.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181851_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181852.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190104.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182142.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182130.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175057.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175057_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190151.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182123.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175501.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175128_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175129.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174956.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2517.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190034.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175119.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175751.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175752.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175752_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175753.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182105.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181752.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181752_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181753.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181753_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181754.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181754_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181754_2.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181755.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181755_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181756.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181756_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181757.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181757_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181758.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181758_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181759.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181759_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181800.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181800_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181800_2.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181801.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181801_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181802.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181803.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181651.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182212.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182042.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175754.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2398.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182047.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175800_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185913_01.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190145_01.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2578.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2511.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181940.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2424.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185958.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182112.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190017_01.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182114.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182215.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175743.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728140715.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190139.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182231.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2518.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175412_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175417.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175418.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175420.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175034.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175035.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175035_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175036.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175036_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175037.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175550_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182040.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182052.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182100_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175730_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181444.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181625.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2371.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190033.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2420.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2370.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174910_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190030.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185911_01.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182126_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2412.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2498.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175526_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175527.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190154.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190154_01.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181813.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181813_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181814.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181814_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181814_2.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181815.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175533.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175748.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174952.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175515_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185938.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2379.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2380.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182232.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175549.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2490.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181833_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181834.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181834_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181835.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181836.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182207.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175514.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175514_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175515.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182215_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182052_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2425.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2387.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2514.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190100.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190101.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175020.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185941.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182223.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2408.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190103.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181621_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182245.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190014.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190150.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181600.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174928.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174928_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181948.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181948_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181949.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181949_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181950.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181950_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181951.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181952.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181952_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181953.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181953_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181954.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181955.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181955_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181956.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181956_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_181957.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182225.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182149.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2505.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_174920.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185920.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2503.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182250.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175732_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185945_01.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175516_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_175517.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185957.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728190147.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728185931.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_2501.JPG,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182108.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182109.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190923_182057.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG20200728140754.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175020_1.jpg,Orange_Bad,train
data\Processed Images_Fruits\Bad Quality_Fruits\Orange_Bad\IMG_20190824_175102.jpg,Orange_Bad,train
